,patnum,patnum_kpss,ptype,applnum,ee_number,ee_name,ee_role,ee_role_desc,ee_country,ee_state,ee_city,backward_cites,forward_cites,grantyear,applyear
11076,9912518,9912518,utility,13870807,0,"Dropbox, Inc.",2,United States company or corporation,US,CA,San Francisco,2,0,2018,2013
11081,10427816,10427816,utility,15789100,0,"Southwire Company, LLC",2,United States company or corporation,US,GA,Carrollton,100,0,2019,2017
11083,9578615,9578615,utility,15091277,0,InterDigital Technology Corporation,2,United States company or corporation,US,DE,Wilmington,5,1,2017,2016
11084,10469045,10469045,utility,15692912,0,"SKYWORKS SOLUTIONS, INC.",2,United States company or corporation,US,MA,Woburn,3,0,2019,2017
11085,9004726,9004726,utility,13662311,0,"SVV Technology Innovations, Inc.",2,United States company or corporation,US,CA,Elk Grove,36,3,2015,2012
11088,9459989,9459989,utility,13558530,0,ADOBE SYSTEMS INCORPORATED,2,United States company or corporation,US,CA,San Jose,4,0,2016,2012
11091,9801431,9801431,utility,15004416,0,"NIKE, Inc.",2,United States company or corporation,US,OR,Beaverton,1,0,2017,2016
11092,9624600,9624600,utility,14362619,0,UNIVERSITY OF NORTH TEXAS,2,United States company or corporation,US,TX,Denton,2,0,2017,2012
11093,9804826,9804826,utility,14562504,0,Nvidia Corporation,2,United States company or corporation,US,CA,Santa Clara,11,0,2017,2014
11101,10309954,10309954,utility,14651167,0,GREEN DOMAIN DESIGN LLC,2,United States company or corporation,US,CA,San Diego,3,0,2019,2013
11104,10263606,10263606,utility,15792819,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,United States company or corporation,US,NY,Armonk,3,0,2019,2017
11106,10066115,10066115,utility,15351116,0,XEROX CORPORATION,2,United States company or corporation,US,CT,Norwalk,42,0,2018,2016
11107,9900334,9900334,utility,14728161,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,9,0,2018,2015
11109,8751509,8751509,utility,13684649,0,"Intercept, LLC",2,United States company or corporation,US,VA,Clifton,4,2,2014,2012
11111,9845419,9845419,utility,13530484,0,HONEYWELL INTERNATIONAL INC.,2,United States company or corporation,US,NJ,Morris Plains,2,2,2017,2012
11112,10410688,10410688,utility,16208101,0,Apple Inc.,2,United States company or corporation,US,CA,Cupertino,2,0,2019,2018
11117,9640020,9640020,utility,14636187,0,NATIVE GAMES AMERICA LLC,2,United States company or corporation,US,NV,Las Vegas,4,1,2017,2015
11118,9445060,9445060,utility,13948103,0,Broadcom Corporation,2,United States company or corporation,US,CA,Irvine,0,0,2016,2013
11119,9484447,9484447,utility,13539195,0,Intel Corporation,2,United States company or corporation,US,CA,Santa Clara,1,11,2016,2012
11124,8233782,8233782,utility,12893642,0,Shell Oil Company,2,United States company or corporation,US,TX,Houston,944,37,2012,2010
11127,10432742,10432742,utility,15316634,0,GOOGLE LLC,2,United States company or corporation,US,CA,Mountain View,1,0,2019,2014
11129,8451904,8451904,utility,12820329,0,QUALCOMM Incorporated,2,United States company or corporation,US,CA,San Diego,9,10,2013,2010
11132,10157798,10157798,utility,15808467,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,United States company or corporation,US,NY,Armonk,6,0,2018,2017
11134,9460080,9460080,utility,15142288,0,LinkedIn Corporation,2,United States company or corporation,US,CA,Mountain View,1,1,2016,2016
11136,10297149,10297149,utility,15701845,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,United States company or corporation,US,NY,Armonk,6,0,2019,2017
11138,9147955,9147955,utility,13661288,0,"PPC Broadband, Inc.",2,United States company or corporation,US,NY,East Syracuse,527,7,2015,2012
11143,9762644,9762644,utility,13435704,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,United States company or corporation,US,NY,Armonk,0,0,2017,2012
11146,10447512,10447512,utility,15885536,0,"Micron Technology, Inc.",2,United States company or corporation,US,ID,Boise,39,0,2019,2018
11147,9186212,9186212,utility,13840244,0,"St. Jude Medical, Cardiology Division, Inc.",2,United States company or corporation,US,MN,St. Paul,73,20,2015,2013
11151,10257182,10257182,utility,15219228,0,"Okta, Inc.",2,United States company or corporation,US,CA,San Francisco,1,0,2019,2016
11154,9215250,9215250,utility,13971711,0,"Janus Technologies, Inc.",2,United States company or corporation,US,CA,Half Moon Bay,36,9,2015,2013
11159,9498281,9498281,utility,14041995,0,Covidien LP,2,United States company or corporation,US,MA,Mansfield,67,2,2016,2013
11162,8722015,8722015,utility,13078331,0,"The Schepens Eye Research Institute, Inc.",2,United States company or corporation,US,MA,Boston,3,0,2014,2011
11164,10191256,10191256,utility,15583253,0,"PPG Industries Ohio, Inc.",2,United States company or corporation,US,OH,Cleveland,24,0,2019,2017
11166,8791849,8791849,utility,13827892,0,Raytheon Company,2,United States company or corporation,US,MA,Waltham,4,1,2014,2013
11169,8952986,8952986,utility,14165420,0,"Orthohub, Inc.",2,United States company or corporation,US,CA,Burlingame,2,15,2015,2014
11171,8443865,8443865,utility,12861644,0,"Hennessy Industries, Inc.",2,United States company or corporation,US,TN,LaVergne,12,0,2013,2010
11176,10098039,10098039,utility,15163852,0,Sprint Spectrum L.P.,2,United States company or corporation,US,KS,Overland Park,0,0,2018,2016
11177,9630030,9630030,utility,14831216,0,INTERNATIONAL CARDIO CORPORATION,2,United States company or corporation,US,MN,Minnetonka,5,0,2017,2015
11183,8784143,8784143,utility,13435271,0,"Cardiac Pacemakers, Inc.",2,United States company or corporation,US,MN,St. Paul,24,17,2014,2012
11186,8788583,8788583,utility,12779445,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,8,0,2014,2010
11197,10275314,10275314,utility,15523442,0,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2,United States company or corporation,US,TX,Houston,5,0,2019,2014
11201,9935635,9935635,utility,15248985,0,"GSI Technology, Inc.",2,United States company or corporation,US,CA,Sunnyvale,3,0,2018,2016
11208,9104650,9104650,utility,13739831,0,"Brooks Automation, Inc.",2,United States company or corporation,US,MA,Chelmsford,81,7,2015,2013
11209,9535073,9535073,utility,13713719,0,"Roche Diagnostics Operations, Inc.",2,United States company or corporation,US,IN,Indianapolis,1,0,2017,2012
11213,9196313,9196313,utility,14511794,0,"Micron Technology, Inc.",2,United States company or corporation,US,ID,Boise,8,0,2015,2014
11219,8242257,8242257,utility,13081362,0,Merck Sharp & Dohme Corp.,2,United States company or corporation,US,NJ,Rahway,1,14,2012,2011
11225,10403105,10403105,utility,16109200,0,InVue Security Products Inc.,2,United States company or corporation,US,NC,Charlotte,40,1,2019,2018
11229,9655819,9655819,utility,15182719,0,The Procter & Gamble Company,2,United States company or corporation,US,OH,Cincinnati,15,1,2017,2016
11231,9513939,9513939,utility,14280824,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,United States company or corporation,US,NY,Armonk,1,1,2016,2014
11232,8756604,8756604,utility,13324881,0,Microsoft Corporation,2,United States company or corporation,US,WA,Redmond,1,1,2014,2011
11233,8899027,8899027,utility,13735576,0,GM Global Technology Operations LLC,2,United States company or corporation,US,MI,Detroit,1,1,2014,2013
11234,10347830,10347830,utility,16046189,0,Intel Corporation,2,United States company or corporation,US,CA,Santa Clara,1,0,2019,2018
11235,9199949,9199949,utility,14129163,1,Merck Sharp & Dohme Corp.,2,United States company or corporation,US,NJ,Rahway,10,1,2015,2012
11242,9932806,9932806,utility,14696537,0,"Summit ESP, LLC",2,United States company or corporation,US,OK,Tulsa,15,4,2018,2015
11243,9759307,9759307,utility,15069238,0,STEERING SOLUTIONS IP HOLDING CORPORATION,2,United States company or corporation,US,MI,Saginaw,3,0,2017,2016
11245,9699729,9699729,utility,14869824,0,"DISA TECHNOLOGIES, INC.",2,United States company or corporation,US,NY,Astoria,4,3,2017,2015
11246,9688017,9688017,utility,14277249,0,"Dukan IAS, LLC",2,United States company or corporation,US,IL,St. Charles,51,0,2017,2014
11250,10305315,10305315,utility,15806266,0,Energous Corporation,2,United States company or corporation,US,CA,San Jose,206,8,2019,2017
11257,10432943,10432943,utility,15654580,0,QUALCOMM Incorporated,2,United States company or corporation,US,CA,San Deigo,5,0,2019,2017
11258,9811758,9811758,utility,14744930,0,"HOLOGIC, INC.",2,United States company or corporation,US,MA,Marlborough,112,5,2017,2015
11260,10068655,10068655,utility,15689955,0,"Micron Technology, Inc.",2,United States company or corporation,US,ID,Boise,20,0,2018,2017
11261,10226539,10226539,utility,15685942,0,"AVELAS BIOSCIENCES, INC.",2,United States company or corporation,US,CA,La Jolla,37,1,2019,2017
11263,9610124,9610124,utility,13429325,0,"Precision Medical Optics, LLC",2,United States company or corporation,US,CA,Los Gatos,6,0,2017,2012
11265,9746266,9746266,utility,15192373,0,"Veri-Fire, LLC",2,United States company or corporation,US,TX,San Antonio,2,4,2017,2016
11268,8996464,8996464,utility,13494006,0,"Microsoft Technology Licensing, LLC",2,United States company or corporation,US,WA,Redmond,0,5,2015,2012
11271,8995754,8995754,utility,13905788,0,Xerox Corporation,2,United States company or corporation,US,CT,Norwalk,0,7,2015,2013
11275,10169802,10169802,utility,14935332,0,Indix Corporation,2,United States company or corporation,US,WA,Seattle,11,0,2019,2015
11280,9151654,9151654,utility,13094474,0,SENSUS USA INC.,2,United States company or corporation,US,NC,Raleigh,11,2,2015,2011
11284,9472503,9472503,utility,14884193,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,United States company or corporation,US,NY,Armonk,2,0,2016,2015
11300,9135603,9135603,utility,12795482,0,"Quora, Inc.",2,United States company or corporation,US,CA,Mountain View,12,1,2015,2010
11303,9808829,9808829,utility,14846269,0,Apple Inc.,2,United States company or corporation,US,CA,Cupertino,4,0,2017,2015
11311,9696138,9696138,utility,14236613,0,"University of Florida Research Foundation, Inc.",2,United States company or corporation,US,FL,Gainesville,19,0,2017,2012
11316,9987558,9987558,utility,14167011,0,"Eddie's Social Club, LLC",2,United States company or corporation,US,NY,New York,6,0,2018,2014
11319,8790880,8790880,utility,13626298,0,"Techlab, Inc.",2,United States company or corporation,US,VA,Blacksburg,1,0,2014,2012
11320,10484028,10484028,utility,15566599,0,CommScope Technologies LLC,2,United States company or corporation,US,NC,Hickory,1,0,2019,2016
11321,9975967,9975967,utility,13409735,0,Eastman Chemical Company,2,United States company or corporation,US,TN,Kingsport,40,1,2018,2012
11322,8168865,8168865,utility,13330523,0,"Novozymes, Inc.",2,United States company or corporation,US,CA,Davis,2,0,2012,2011
11323,9885755,9885755,utility,15023705,0,"SCHNEIDER ELECTRIC USA, INC.",2,United States company or corporation,US,MA,Andover,15,0,2018,2013
11325,10497715,10497715,utility,15948639,0,"Micron Technology, Inc.",2,United States company or corporation,US,ID,Boise,5,0,2019,2018
11331,8893784,8893784,utility,12826840,0,Schlumberger Technology Corporation,2,United States company or corporation,US,TX,Sugar Land,7,11,2014,2010
11335,9826795,9826795,utility,14243618,0,"NIKE, Inc.",2,United States company or corporation,US,OR,Beaverton,39,0,2017,2014
11337,10522045,10522045,utility,16052805,0,The Boeing Company,2,United States company or corporation,US,IL,Chicago,3,0,2019,2018
11345,10447972,10447972,utility,15469586,0,Chigru Innovations (OPC) Private Limited,3,Foreign company or corporation,IN,,Bengaluru,12,0,2019,2017
11350,9226786,9226786,utility,13385364,0,LEXION MEDICAL LLC,2,United States company or corporation,US,MN,St. Paul,4,0,2016,2012
11351,9464410,9464410,utility,13111500,0,DEERE & COMPANY,2,United States company or corporation,US,IL,Moline,30,3,2016,2011
11356,9270486,9270486,utility,13092752,0,"BROCADE COMMUNICATIONS SYSTEMS, INC.",2,United States company or corporation,US,CA,San Jose,91,0,2016,2011
11358,10157788,10157788,utility,15000935,0,"MICRON TECHNOLOGY, INC.",2,United States company or corporation,US,ID,Boise,14,0,2018,2016
11360,9241536,9241536,utility,14040038,0,"NIKE, Inc.",2,United States company or corporation,US,OR,Beaverton,39,1,2016,2013
11363,9615293,9615293,utility,14184451,0,Global Eagle Entertainment Inc.,2,United States company or corporation,US,CA,Marina Del Rey,2,0,2017,2014
11367,9875066,9875066,utility,13455896,0,"Hewlett-Packard Development Company, L. P.",2,United States company or corporation,US,TX,Houston,6,0,2018,2012
11369,9882277,9882277,utility,14873241,0,"AT&T INTELLECTUAL PROPERTY I, LP",2,United States company or corporation,US,GA,Atlanta,1113,2,2018,2015
11370,9954478,9954478,utility,15407128,0,"P4P HOLDINGS, LLC.",2,United States company or corporation,US,CO,Carbondale,116,1,2018,2017
11371,10067502,10067502,utility,15452272,0,"Toyota Research Institute, Inc.",2,United States company or corporation,US,CA,Los Altos,3,2,2018,2017
11375,9988775,9988775,utility,15830656,0,THE FLORIDA INTERNATIONAL UNIVERSITY BOARD OF TRUSTEES,2,United States company or corporation,US,FL,Miami,11,0,2018,2017
11377,9615720,9615720,utility,14611675,0,Whirlpool Corporation,2,United States company or corporation,US,MI,Benton Harbor,39,0,2017,2015
11379,8413859,8413859,utility,12720827,0,Albion Engineering Co.,2,United States company or corporation,US,NJ,Moorestown,6,0,2013,2010
11385,10091851,10091851,utility,15842941,0,Intel IP Corporation,2,United States company or corporation,US,CA,Santa Clara,0,1,2018,2017
11387,9574871,9574871,utility,14530422,0,GERWOOL SOFTWARE INC.,2,United States company or corporation,US,NY,Forest Hills,1,0,2017,2014
11388,9716023,9716023,utility,14332096,0,"Micron Technology, Inc.",2,United States company or corporation,US,ID,Boise,0,0,2017,2014
11392,9849156,9849156,utility,15080089,1,"ACTINOBAC BIOMED, INC.",2,United States company or corporation,US,NJ,Kendall Park,2,0,2017,2016
11395,8401519,8401519,utility,13303067,0,"Novatel Wireless, Inc.",2,United States company or corporation,US,CA,San Diego,4,6,2013,2011
11401,10368037,10368037,utility,15468014,0,Purdue Research Foundation,2,United States company or corporation,US,IN,West Lafayette,16,0,2019,2017
11402,9534861,9534861,utility,14473174,0,"Kel-Tec CNC Industries, Inc.",2,United States company or corporation,US,FL,Cocoa,64,4,2017,2014
11404,9905287,9905287,utility,15480616,0,"INTEGRATED DEVICE TECHNOLOGY, INC.",2,United States company or corporation,US,CA,San Jose,7,0,2018,2017
11406,10116102,10116102,utility,14962408,0,"Leviton Manufacturing Co., Inc.",2,United States company or corporation,US,NY,Melville,15,2,2018,2015
11409,10049530,10049530,utility,15605705,0,"Gamblit Gaming, LLC",2,United States company or corporation,US,CA,Glendale,69,1,2018,2017
11411,10019620,10019620,utility,15687400,0,"Affymetrix, Inc.",2,United States company or corporation,US,CA,Santa Clara,146,2,2018,2017
11414,10266426,10266426,utility,15835077,0,"MAG Aerospace Industries, LLC",2,United States company or corporation,US,CA,Carson,9,0,2019,2017
11415,9893218,9893218,utility,15290623,0,"Optiz, Inc.",2,United States company or corporation,US,CA,Palo Alto,29,1,2018,2016
11416,8865008,8865008,utility,13660183,0,"Headway Technologies, Inc.",2,United States company or corporation,US,CA,Milpitas,4,4,2014,2012
11421,10175233,10175233,utility,14975988,0,"METABOLON, INC.",2,United States company or corporation,US,NC,Morrisville,9,0,2019,2015
11423,8830265,8830265,utility,13758336,0,"CertusView Technologies, LLC",2,United States company or corporation,US,FL,Palm Beach Gardens,123,7,2014,2013
11426,9852303,9852303,utility,14632114,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,12,1,2017,2015
11428,9713329,9713329,utility,15077342,1,"Cellresin Technologies, LLC",2,United States company or corporation,US,MN,Bloomington,208,1,2017,2016
11430,9641142,9641142,utility,14965588,0,Texas Instruments Incorporated,2,United States company or corporation,US,TX,Dallas,1,0,2017,2015
11432,10380671,10380671,utility,15220871,0,"PAYPAL, INC.",2,United States company or corporation,US,CA,San Jose,4,0,2019,2016
11433,9665853,9665853,utility,14463540,0,The Boeing Company,2,United States company or corporation,US,IL,Chicago,1,0,2017,2014
11434,10206265,10206265,utility,14579527,0,"ORION ENERGY SYSTEMS, INC.",2,United States company or corporation,US,WI,Manitowoc,135,0,2019,2014
11437,9843188,9843188,utility,14529190,0,Liebert Corporation,2,United States company or corporation,US,OH,Columbus,2,0,2017,2014
11441,9445090,9445090,utility,13681237,0,GOOGLE TECHNOLOGY HOLDINGS LLC,2,United States company or corporation,US,CA,Mountain View,3,0,2016,2012
11442,8381331,8381331,utility,12753050,0,"Operating Room Safety Enterprises, LLC",2,United States company or corporation,US,PA,Berwyn,22,49,2013,2010
11453,9435038,9435038,utility,14473424,0,"Varian Semiconductor Equipment Associates, Inc.",2,United States company or corporation,US,MA,Gloucester,5,0,2016,2014
11455,9155188,9155188,utility,13631156,0,Apple Inc.,2,United States company or corporation,US,CA,Cupertino,7,1,2015,2012
11456,10058189,10058189,utility,14816184,0,"INTUITION VENTURES, INC.",2,United States company or corporation,US,NJ,Newark,11,0,2018,2015
11461,9581264,9581264,utility,14719277,0,"Orbit Irrigation Products, Inc.",2,United States company or corporation,US,UT,North Salt Lake,21,2,2017,2015
11471,9878938,9878938,utility,15245578,0,Corning Incorporated,2,United States company or corporation,US,NY,Corning,14,0,2018,2016
11472,9492654,9492654,utility,14703151,0,Advanced Bionics LLC.,2,United States company or corporation,US,CA,Valencia,44,0,2016,2015
11474,9385348,9385348,utility,14817979,0,The Regents of the University of Michigan,2,United States company or corporation,US,MI,Ann Arbor,4,1,2016,2015
11477,10430961,10430961,utility,15382521,0,"ObjectVideo Labs, LLC",2,United States company or corporation,US,VA,Tysons,3,0,2019,2016
11478,8943957,8943957,utility,13040287,0,The Procter & Gamble Company,2,United States company or corporation,US,OH,Cincinnati,89,4,2015,2011
11482,10372685,10372685,utility,14231088,0,"Amazon Technologies, Inc.",2,United States company or corporation,US,NV,Reno,21,1,2019,2014
11485,9313075,9313075,utility,13730935,0,Intel Corporation,2,United States company or corporation,US,CA,Santa Clara,0,1,2016,2012
11494,9800899,9800899,utility,14334184,0,Intel Corporation,2,United States company or corporation,US,CA,Santa Clara,3,1,2017,2014
11496,9989085,9989085,utility,15355867,0,HONEYWELL INTERNATIONAL INC.,2,United States company or corporation,US,NJ,Morris Plains,18,0,2018,2016
11500,10304501,10304501,utility,15848789,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,1,0,2019,2017
11501,9949030,9949030,utility,15174248,0,Bose Corporation,2,United States company or corporation,US,MA,Framingham,8,0,2018,2016
11502,9180538,9180538,utility,13273301,0,General Electric Company,2,United States company or corporation,US,NY,Schenectady,9,2,2015,2011
11507,8494904,8494904,utility,13585779,0,"Almondnet, Inc.",2,United States company or corporation,US,NY,New York,49,28,2013,2012
11509,9767203,9767203,utility,13934879,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,United States company or corporation,US,NY,Armonk,3,0,2017,2013
11510,10269193,10269193,utility,15671945,0,SIKORSKY AIRCRAFT CORPORATION,2,United States company or corporation,US,CT,Stratford,2,0,2019,2017
11516,10109030,10109030,utility,15391223,0,EMC IP Holding Company LLC,2,United States company or corporation,US,MA,Hopkinton,2,0,2018,2016
11518,8905434,8905434,utility,13655014,0,"Excel Industries, Inc.",2,United States company or corporation,US,KS,Hesston,20,9,2014,2012
11520,9123966,9123966,utility,13893174,0,"Alveo Energy, Inc.",2,United States company or corporation,US,CA,Palo Alto,1,4,2015,2013
11522,10430310,10430310,utility,15477031,0,INTEL CORPORATION,2,United States company or corporation,US,CA,Santa Clara,0,1,2019,2017
11524,10177990,10177990,utility,13745524,0,"T-Mobile USA, Inc.",2,United States company or corporation,US,WA,Bellevue,306,2,2019,2013
11527,8601776,8601776,utility,13398979,0,"Knapp Logistics & Automation, Inc.",2,United States company or corporation,US,GA,Kennesaw,163,2,2013,2012
11528,9878752,9878752,utility,14927995,0,"Altor Locks, LLC",2,United States company or corporation,US,VA,Glen Allen,24,0,2018,2015
11529,9087348,9087348,utility,13207794,0,GM Global Technology Operations LLC,2,United States company or corporation,US,MI,Detroit,8,15,2015,2011
11531,9273047,9273047,utility,14487347,0,"Corcept Therapeutics, Inc.",2,United States company or corporation,US,CA,Menlo Park,6,12,2016,2014
11533,9429934,9429934,utility,14054518,0,"INTOUCH TECHNOLOGIES, INC.",2,United States company or corporation,US,CA,Goleta,429,1,2016,2013
11537,9401003,9401003,utility,14083166,0,"ZEBRAFISH LABS, INC.",2,United States company or corporation,US,CA,San Francisco,3,0,2016,2013
11539,10461163,10461163,utility,15813579,0,SANDISK TECHNOLOGIES LLC,2,United States company or corporation,US,TX,Addison,21,0,2019,2017
11540,9148440,9148440,utility,14088788,0,"IMPERVA, INC.",2,United States company or corporation,US,CA,Redwood City,2,0,2015,2013
11541,8679818,8679818,utility,13717115,0,Danisco US Inc.,2,United States company or corporation,US,CA,Palo Alto,10,1,2014,2012
11543,8756509,8756509,utility,13191564,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,6,5,2014,2011
11548,9494975,9494975,utility,13073855,0,"Amazon Technologies, Inc.",2,United States company or corporation,US,WA,Seattle,13,0,2016,2011
11557,9675042,9675042,utility,15218305,0,Technologies Holdings Corp.,2,United States company or corporation,US,TX,Houston,6,0,2017,2016
11558,8935739,8935739,utility,14461114,0,"Gainespeed, Inc.",2,United States company or corporation,US,CA,Sunnyvale,3,9,2015,2014
11563,10218534,10218534,utility,15312258,0,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2,United States company or corporation,US,TX,Houston,2,0,2019,2014
11564,9497086,9497086,utility,14223919,0,Intel Corporation,2,United States company or corporation,US,CA,Santa Clara,6,0,2016,2014
11569,9382329,9382329,utility,14600560,0,"IBC Pharmaceuticals, Inc.",2,United States company or corporation,US,NJ,Morris Plains,80,6,2016,2015
11570,8717237,8717237,utility,13263072,0,Trimble Navigation Limited,2,United States company or corporation,US,CA,Sunnyvale,18,2,2014,2010
11573,10498401,10498401,utility,16511683,0,"Capital One Services, LLC",2,United States company or corporation,US,VA,McLean,233,0,2019,2019
11574,10073062,10073062,utility,14846274,0,GENERAL ELECTRIC COMPANY,2,United States company or corporation,US,NY,Schenectady,3,1,2018,2015
11575,8840145,8840145,utility,13922118,0,TK Holdings Inc.,2,United States company or corporation,US,MI,Auburn Hills,33,5,2014,2013
11578,9594150,9594150,utility,15005126,0,"Amazon Technologies, Inc.",2,United States company or corporation,US,NV,Reno,2,1,2017,2016
11580,9106070,9106070,utility,13787061,0,EATON CORPORATION,2,United States company or corporation,US,OH,Cleveland,10,0,2015,2013
11582,10084884,10084884,utility,14815280,0,"AT&T INTELLECTUAL PROPERTY I, L.P.",2,United States company or corporation,US,GA,Atlanta,14,0,2018,2015
11585,9302995,9302995,utility,14280002,0,"The United States of America, as represented by the Secretary of the Navy",6,U.S. Federal government,US,VA,Arlington,9,0,2016,2014
11586,9148649,9148649,utility,13646703,0,Massachusetts Institute of Technology,2,United States company or corporation,US,MA,Cambridge,0,0,2015,2012
11589,9889811,9889811,utility,15618034,0,"Full Vision, Inc.",2,United States company or corporation,US,KS,Newton,0,0,2018,2017
11590,8884234,8884234,utility,13422615,1,Massachusetts Institute of Technology,2,United States company or corporation,US,MA,Cambridge,12,0,2014,2012
11594,9661092,9661092,utility,14873778,0,"Wallrust, Inc.",2,United States company or corporation,US,CA,Sunnyvale,8,0,2017,2015
11596,9428638,9428638,utility,14134755,0,"Kimberly-Clark Worldwide, Inc.",2,United States company or corporation,US,WI,Neenah,21,0,2016,2013
11597,8702146,8702146,utility,13633467,0,Chrysler Group LLC,2,United States company or corporation,US,MI,Auburn Hills,6,2,2014,2012
11599,8915609,8915609,utility,13441491,0,Cooper Technologies Company,2,United States company or corporation,US,TX,Houston,151,15,2014,2012
11600,10019871,10019871,utility,14731321,0,"Gamblit Gaming, LLC",2,United States company or corporation,US,CA,Glendale,58,0,2018,2015
11603,8680787,8680787,utility,13416741,0,"Lutron Electronics Co., Inc.",2,United States company or corporation,US,PA,Coopersburg,55,51,2014,2012
11604,9865148,9865148,utility,15494037,0,"WAL-MART STORES, INC.",2,United States company or corporation,US,AR,Bentonville,6,1,2018,2017
11607,9081568,9081568,utility,13626723,0,"Amazon Technologies, Inc.",2,United States company or corporation,US,NV,Reno,17,10,2015,2012
11612,8791719,8791719,utility,13658488,0,"Skyworks Solutions, Inc.",2,United States company or corporation,US,MA,Woburn,1,14,2014,2012
11618,9818669,9818669,utility,14453333,0,Honeywell International Inc.,2,United States company or corporation,US,NJ,Morris Plains,18,0,2017,2014
11619,9984446,9984446,utility,14998189,0,Intel Corporation,2,United States company or corporation,US,CA,Santa Clara,0,0,2018,2015
11622,10480214,10480214,utility,15972303,0,HY-KO PRODUCTS COMPANY,2,United States company or corporation,US,OH,Northfield,55,0,2019,2018
11623,10124452,10124452,utility,14996459,0,HAMILTON SUNDSTRAND CORPORATION,2,United States company or corporation,US,CT,Windsor Locks,8,0,2018,2016
11625,8186095,8186095,utility,12716223,0,"Tigress Specialty Metals Products Manufacturing, Inc.",2,United States company or corporation,US,FL,Fort Lauderdale,80,5,2012,2010
11626,10108400,10108400,utility,14590722,0,"Rockwell Collins, Inc.",2,United States company or corporation,US,IA,Cedar Rapids,1,0,2018,2015
11634,10075589,10075589,utility,15375989,0,"Comcast Cable Communications, LLC",2,United States company or corporation,US,PA,Philadelphia,30,0,2018,2016
11638,9269400,9269400,utility,14027443,0,Seagate Technology LLC,2,United States company or corporation,US,CA,Cupertino,14,1,2016,2013
11643,9529883,9529883,utility,15061345,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,United States company or corporation,US,NY,Armonk,1,1,2016,2016
11648,8893603,8893603,utility,13894822,0,Apple Inc.,2,United States company or corporation,US,CA,Cupertino,18,0,2014,2013
11650,8585776,8585776,utility,13020610,0,"UT-Battelle, LLC",2,United States company or corporation,US,TN,Oak Ridge,25,5,2013,2011
11654,9073529,9073529,utility,13196786,0,GM GLOBAL TECHNOLOGY OPERATIONS LLC,2,United States company or corporation,US,MI,Detroit,0,2,2015,2011
11655,8992281,8992281,utility,13446443,0,"Mattel, Inc.",2,United States company or corporation,US,CA,El Segundo,46,1,2015,2012
11658,8983905,8983905,utility,13366248,0,Apple Inc.,2,United States company or corporation,US,CA,Cupertino,127,2,2015,2012
11663,10353518,10353518,utility,15294672,0,SYNAPTICS INCORPORATED,2,United States company or corporation,US,CA,San Jose,11,0,2019,2016
11664,9754778,9754778,utility,14731324,0,Intel Corporation,2,United States company or corporation,US,CA,Santa Clara,7,0,2017,2015
11665,9684664,9684664,utility,14481329,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,United States company or corporation,US,NY,Armonk,5,0,2017,2014
11666,8642573,8642573,utility,13737535,0,"Salix Pharmaceuticals, Ltd",2,United States company or corporation,US,NC,Raleigh,2,7,2014,2013
11668,10075292,10075292,utility,15085598,0,"DivX, LLC",2,United States company or corporation,US,CA,San Diego,4,0,2018,2016
11669,9775078,9775078,utility,14886719,0,QUALCOMM Incorporated,2,United States company or corporation,US,CA,San Diego,4,0,2017,2015
11672,9886108,9886108,utility,14898827,0,"Hewlett-Packard Development Company, L.P.",2,United States company or corporation,US,TX,Houston,3,0,2018,2013
11677,9972358,9972358,utility,14920523,0,"Futurewei Technologies, Inc.",2,United States company or corporation,US,TX,Plano,0,0,2018,2015
11678,9320003,9320003,utility,14091719,0,"Cisco Technology, Inc.",2,United States company or corporation,US,CA,San Jose,3,2,2016,2013
11682,10005349,10005349,utility,14982091,0,"Ford Global Technologies, LLC",2,United States company or corporation,US,MI,Dearborn,15,1,2018,2015
11687,9286763,9286763,utility,13920028,0,"Bally Gaming, Inc.",2,United States company or corporation,US,NV,Las Vegas,5,0,2016,2013
11688,9719772,9719772,utility,14869568,0,"TELEDYNE SCIENTIFIC & IMAGING, LLC",2,United States company or corporation,US,CA,Thousand Oaks,4,1,2017,2015
11692,10106242,10106242,utility,14457285,0,THE BOEING COMPANY,2,United States company or corporation,US,IL,Chicago,17,1,2018,2014
11693,9413883,9413883,utility,14735593,0,Google Inc.,2,United States company or corporation,US,CA,Mountain View,20,0,2016,2015
